,IDCrop,Crop_Sequence_Trt_Species_Legume_Harvested,Crop_Sequence_Trt_Cultivar_Name,Crop_Sequence_Trt_Growing_Season_Number,IDSite_Site,IDSite,Site_Name,Site_Country,Site_Latitude,Site_Longitude,Site_Coordinate_Source,Site_Soil_Depth_Variable_m,Site_Soil_Classification_Name,Site_Soil_Texture_Name,Site_Soil_pH,Site_Precipitation_mm,Site_Precipitation_Period,Site_Precipitation_Period_Month,Crop_Sequence_Trt_Species_Order,Crop_Sequence_Trt_Name,Crop_Sequence_Trt_Species_Number,IDRotation_CropSystem,Crop_Sequence_Treatment_Name,Crop_Site_Growing_Season_ID,Crop_Growing_Season_Year_First,Crop_Growing_Season_Year_Last,Crop_Growing_Season_Number,Crop_Species_Scientific_Name,Crop_Species_Common_Name,Crop_Species_Legume,IDRotation,Crop_Date_Harvest,Crop_Date_Seeding,Crop_Following_Number,Crop_Multiple_Following_For_Same_Preceding,Crop_Across_Treatment_Averaged_Value,Crop_Across_Species_Same_Treatment_Value,Crop_Replicate_Number,Crop_Yield_Grain,Crop_Yield_Grain_Unit,identifiant_Paper,Crop_Date_From_Seeding_To_Harvest_Day_Number,Site_Precipitation_Period_Year,Site_City_State_Region,Site_Temperature_Period_Month,Site_Temperature_Celsius,Site_Temperature_Period
791,4828,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.70,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
792,4829,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.10,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
793,4830,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.18,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
794,4831,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.10,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
795,4832,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.09,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
796,4833,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.99,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
797,4834,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.06,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
798,4835,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2123,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.80,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
799,4533,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.59,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
800,4534,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.22,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
801,4535,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.31,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
802,4536,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.11,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
803,4537,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.65,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
804,4538,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.03,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
805,4539,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.47,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
806,4540,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.39,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
807,4541,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.43,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
808,4542,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,264,1999,1999,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,3.39,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
809,4636,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.32,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
810,4637,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.59,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
811,4638,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.51,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
812,4639,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.37,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
813,4640,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.35,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
814,4641,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.67,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
815,4642,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.00,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
816,4643,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.21,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
817,4644,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,2.85,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
818,4645,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,265,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,1,0,0,1,4,3.27,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
819,4736,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.59,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
820,4737,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.43,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
821,4738,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.43,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
822,4739,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.15,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
823,4740,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.44,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
824,4741,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.44,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
825,4742,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.24,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
826,4743,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.82,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
827,4744,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.49,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
828,4745,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.11,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
829,4836,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.03,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
830,4837,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.63,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
831,4838,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.87,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
832,4839,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.84,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
833,4840,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.84,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
834,4841,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.07,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
835,4842,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.73,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
836,4843,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.75,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
837,4844,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.57,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
838,4845,0,Amidon-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common wheat-Common wheat,Common wheat-Common wheat,2,2124,Common wheat-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2124,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.69,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
839,4543,0,Stander-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common barley-Common wheat,Common barley-Common wheat,2,2125,Common barley-Common wheat,264,1999,1999,1,Hordeum vulgare,Common barley,0,2125,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,4.68,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
840,4544,0,Stander-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common barley-Common wheat,Common barley-Common wheat,2,2125,Common barley-Common wheat,264,1999,1999,1,Hordeum vulgare,Common barley,0,2125,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,4.98,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
841,4545,0,Stander-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common barley-Common wheat,Common barley-Common wheat,2,2125,Common barley-Common wheat,264,1999,1999,1,Hordeum vulgare,Common barley,0,2125,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,4.19,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
842,4546,0,Stander-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common barley-Common wheat,Common barley-Common wheat,2,2125,Common barley-Common wheat,264,1999,1999,1,Hordeum vulgare,Common barley,0,2125,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,4.67,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
843,4547,0,Stander-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common barley-Common wheat,Common barley-Common wheat,2,2125,Common barley-Common wheat,264,1999,1999,1,Hordeum vulgare,Common barley,0,2125,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,4.62,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
844,4548,0,Stander-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Common barley-Common wheat,Common barley-Common wheat,2,2125,Common barley-Common wheat,264,1999,1999,1,Hordeum vulgare,Common barley,0,2125,23 Aug. 1999,23 Apr. 1999,1,0,0,1,4,4.58,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
