IDCrop,Crop_Sequence_Trt_Species_Legume_Harvested,Crop_Sequence_Trt_Cultivar_Name,Crop_Sequence_Trt_Growing_Season_Number,IDSite_Site,IDSite,Site_Name,Site_Country,Site_Latitude,Site_Longitude,Site_Coordinate_Source,Site_Soil_Depth_Variable_m,Site_Soil_Classification_Name,Site_Soil_Texture_Name,Site_Soil_pH,Site_Precipitation_mm,Site_Precipitation_Period,Site_Precipitation_Period_Month,Crop_Sequence_Trt_Species_Order,Crop_Sequence_Trt_Name,Crop_Sequence_Trt_Species_Number,IDRotation_CropSystem,Crop_Sequence_Treatment_Name,Crop_Site_Growing_Season_ID,Crop_Growing_Season_Year_First,Crop_Growing_Season_Year_Last,Crop_Growing_Season_Number,Crop_Species_Scientific_Name,Crop_Species_Common_Name,Crop_Species_Legume,IDRotation,Crop_Date_Harvest,Crop_Date_Seeding,Crop_Following_Number,Crop_Multiple_Following_For_Same_Preceding,Crop_Across_Treatment_Averaged_Value,Crop_Across_Species_Same_Treatment_Value,Crop_Replicate_Number,Crop_Yield_Grain,Crop_Yield_Grain_Unit,identifiant_Paper,Crop_Date_From_Seeding_To_Harvest_Day_Number,Site_Precipitation_Period_Year,Site_City_State_Region,Site_Temperature_Period_Month,Site_Temperature_Celsius,Site_Temperature_Period,Averege_Humidity,Averege_Solar
4521,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,264,1999,1999,1,Glycine max,Soybean,1,2122,23 Sep. 1999,04 Jun. 1999,1,0,0,1,4.0,1.84,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4522,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,264,1999,1999,1,Glycine max,Soybean,1,2122,23 Sep. 1999,04 Jun. 1999,1,0,0,1,4.0,2.09,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4615,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,2.23,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4616,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,1.54,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4617,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,1.77,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4618,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,2.06,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4619,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,2.3,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4620,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,1.77,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4621,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,2.53,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4622,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,2.78,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4623,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,2.12,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4624,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,265,2000,2000,1,Glycine max,Soybean,1,2122,23 Sep. 2000,04 Jun. 2000,1,0,0,1,4.0,2.39,t.ha-1,130,111.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4716,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.05,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4717,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.19,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4718,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.18,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4719,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.95,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4720,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.0,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4721,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.98,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4722,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.04,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4723,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.24,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4724,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.82,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4725,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.19,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4816,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.25,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4817,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,3.97,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4818,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.22,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4819,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.37,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4820,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.5,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4821,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.02,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4822,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.3,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4823,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.34,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4824,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.04,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4825,1,Jim-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Soybean-Common wheat,Soybean-Common wheat,2,2122,Soybean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2122,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.35,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4523,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.6,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4524,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.74,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4525,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.61,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4526,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.77,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4527,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.77,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4528,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.2,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4529,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.5,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4530,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.31,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4531,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.5,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4532,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,264,1999,1999,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 1999,31 May 1999,1,0,0,1,4.0,1.76,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4626,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,1.12,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4627,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,0.87,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4628,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,1.55,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4629,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,1.54,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4630,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,1.34,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4631,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,1.0,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4632,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,1.18,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4633,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,0.88,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4634,0,Cenex 803-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Common sunflower-Common wheat,Common sunflower-Common wheat,2,2123,Common sunflower-Common wheat,265,2000,2000,1,Helianthus annuus,Common sunflower,0,2123,23 Oct. 2000,31 May 2000,1,0,0,1,4.0,1.31,t.ha-1,130,145.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
